iter	Passed	Remaining
1662	451570	227278
1663	451810	226991
1664	452057	226707
1665	452327	226435
1666	452608	226168
1667	452858	225886
1668	453090	225595
1669	453384	225334
1670	453667	225068
1671	453957	224806
1672	454231	224536
1673	454576	224301
1674	454876	224043
1675	455100	223748
1676	455375	223478
1677	455652	223209
1678	455900	222926
1679	456150	222644
1680	456412	222368
1681	456645	222078
1682	456886	221792
1683	457158	221520
1684	457394	221232
1685	457665	220960
1686	457933	220687
1687	458198	220412
1688	458456	220135
1689	458722	219860
1690	458955	219571
1691	459227	219299
1692	459505	219032
1693	459797	218770
1694	460081	218504
1695	460356	218234
1696	460642	217970
1697	460931	217707
1698	461193	217431
1699	461485	217169
1700	461777	216907
1701	462057	216640
1702	462333	216370
1703	462605	216099
1704	462897	215837
1705	463159	215561
1706	463441	215295
1707	463714	215024
1708	463976	214748
1709	464280	214491
1710	464554	214221
1711	464824	213949
1712	465095	213677
1713	465359	213402
1714	465631	213131
1715	465910	212863
1716	466179	212591
1717	466449	212318
1718	466743	212057
1719	467019	211787
1720	467263	211503
1721	467530	211230
1722	467809	210962
1723	468093	210696
1724	468366	210425
1725	468636	210153
1726	468925	209889
1727	469211	209624
1728	469490	209356
1729	469759	209083
1730	470018	208806
1731	470283	208532
1732	470563	208264
1733	470826	207989
1734	471125	207729
1735	471411	207464
1736	471718	207208
1737	471990	206937
1738	472266	206667
1739	472568	206409
1740	472827	206132
1741	473092	205857
1742	473345	205578
1743	473622	205308
1744	473937	205056
1745	474189	204776
1746	474451	204500
1747	474706	204221
1748	474983	203952
1749	475262	203684
1750	475556	203422
1751	475842	203156
1752	476090	202874
1753	476363	202603
1754	476634	202331
1755	476913	202063
1756	477205	201800
1757	477454	201519
1758	477719	201245
1759	477962	200961
1760	478263	200702
1761	478570	200445
1762	478844	200174
1763	479122	199905
1764	479397	199635
1765	479659	199360
1766	479938	199091
1767	480214	198821
1768	480485	198550
1769	480746	198273
1770	481055	198017
1771	481381	197768
1772	481663	197501
1773	481933	197228
1774	482219	196963
1775	482461	196679
1776	482728	196405
1777	482976	196124
1778	483256	195856
1779	483509	195576
1780	483804	195314
1781	484101	195053
1782	484384	194785
1783	484631	194504
1784	484929	194243
1785	485288	194006
1786	485613	193756
1787	485962	193515
1788	486302	193270
1789	486645	193026
1790	487023	192797
1791	487310	192531
1792	487605	192268
1793	487897	192004
1794	488196	191742
1795	488474	191473
1796	488714	191188
1797	489026	190932
1798	489339	190676
1799	489603	190401
1800	489879	190130
1801	490140	189854
1802	490399	189577
1803	490659	189301
1804	490911	189021
1805	491175	188746
1806	491448	188474
1807	491753	188215
1808	492045	187951
1809	492313	187677
1810	492590	187407
1811	492863	187135
1812	493152	186870
1813	493475	186617
1814	493747	186345
1815	494016	186072
1816	494301	185805
1817	494569	185531
1818	494856	185265
1819	495140	184997
1820	495389	184716
1821	495637	184435
1822	495922	184168
1823	496254	183919
1824	496547	183654
1825	496828	183385
1826	497121	183121
1827	497360	182837
1828	497618	182559
1829	497902	182292
1830	498175	182020
1831	498465	181754
1832	498785	181500
1833	499057	181227
1834	499368	180969
1835	499645	180699
1836	499944	180437
1837	500188	180154
1838	500462	179883
1839	500739	179612
1840	501053	179355
1841	501317	179080
1842	501576	178803
1843	501847	178531
1844	502111	178256
1845	502382	177983
1846	502672	177718
1847	502963	177452
1848	503197	177166
1849	503491	176902
1850	503730	176618
1851	504018	176352
1852	504306	176085
1853	504555	175805
1854	504841	175537
1855	505097	175260
1856	505393	174996
1857	505663	174723
1858	505998	174472
1859	506285	174205
1860	506522	173921
1861	506809	173654
1862	507082	173382
1863	507355	173110
1864	507623	172836
1865	507897	172565
1866	508155	172288
1867	508437	172019
1868	508715	171749
1869	509010	171484
1870	509299	171218
1871	509526	170930
1872	509776	170651
1873	510051	170379
1874	510330	170110
1875	510608	169839
1876	510944	169588
1877	511257	169330
1878	511562	169068
1879	511865	168806
1880	512162	168542
1881	512441	168272
1882	512707	167998
1883	512986	167728
1884	513275	167461
1885	513550	167189
1886	513836	166922
1887	514129	166656
1888	514383	166378
1889	514664	166108
1890	514918	165830
1891	515216	165566
1892	515521	165304
1893	515822	165041
1894	516114	164775
1895	516392	164504
1896	516691	164240
1897	516948	163963
1898	517184	163679
1899	517442	163403
1900	517736	163137
1901	518027	162870
1902	518280	162592
1903	518553	162320
1904	518808	162042
1905	519078	161769
1906	519334	161492
1907	519613	161221
1908	519871	160944
1909	520159	160677
1910	520416	160400
1911	520686	160127
1912	520958	159855
1913	521226	159581
1914	521498	159309
1915	521768	159035
1916	522022	158757
1917	522275	158479
1918	522511	158196
1919	522759	157916
1920	523070	157656
1921	523344	157384
1922	523620	157113
1923	523881	156837
1924	524157	156566
1925	524430	156294
1926	524693	156019
1927	525000	155757
1928	525309	155495
1929	525603	155230
1930	525868	154955
1931	526118	154676
1932	526421	154413
1933	526730	154151
1934	527039	153890
1935	527368	153634
1936	527635	153360
1937	527947	153099
1938	528217	152826
1939	528463	152546
1940	528766	152282
1941	528997	151998
1942	529284	151729
1943	529551	151456
1944	529841	151188
1945	530119	150917
1946	530373	150640
1947	530676	150376
1948	530937	150100
1949	531228	149833
1950	531532	149570
1951	531788	149292
1952	532072	149023
1953	532383	148762
1954	532711	148505
1955	533019	148242
1956	533305	147973
1957	533588	147704
1958	533869	147433
1959	534112	147153
1960	534389	146882
1961	534644	146604
1962	534895	146326
1963	535188	146059
1964	535510	145800
1965	535767	145523
1966	536049	145253
1967	536348	144988
1968	536641	144721
1969	536909	144447
1970	537193	144178
1971	537510	143917
1972	537780	143644
1973	538066	143375
1974	538347	143104
1975	538603	142828
1976	538881	142556
1977	539197	142295
1978	539456	142019
1979	539735	141748
1980	540047	141486
1981	540346	141220
1982	540638	140953
1983	540946	140689
1984	541221	140417
1985	541515	140150
1986	541819	139885
1987	542069	139607
1988	542358	139338
1989	542612	139061
1990	542888	138789
1991	543153	138515
1992	543433	138244
1993	543685	137966
1994	543955	137692
1995	544230	137420
1996	544511	137150
1997	544806	136883
1998	545100	136616
1999	545379	136344
2000	545646	136070
2001	545915	135797
2002	546183	135523
2003	546462	135252
2004	546740	134980
2005	547022	134710
2006	547298	134438
2007	547629	134180
2008	547924	133912
2009	548195	133639
2010	548471	133367
2011	548741	133094
2012	549036	132826
2013	549311	132554
2014	549620	132290
2015	549895	132018
2016	550190	131751
2017	550475	131481
2018	550781	131216
2019	551107	130956
2020	551360	130678
2021	551608	130400
2022	551892	130129
2023	552217	129869
2024	552508	129600
2025	552785	129328
2026	553049	129053
2027	553335	128784
2028	553586	128506
2029	553871	128236
2030	554128	127959
2031	554392	127684
2032	554665	127412
2033	554941	127139
2034	555177	126858
2035	555445	126584
2036	555735	126315
2037	556010	126043
2038	556268	125767
2039	556509	125487
2040	556752	125207
2041	557093	124950
2042	557352	124674
2043	557627	124402
2044	557947	124139
2045	558237	123870
2046	558497	123595
2047	558751	123318
2048	559037	123048
2049	559355	122785
2050	559649	122517
2051	559921	122244
2052	560208	121974
2053	560516	121709
2054	560804	121439
2055	561073	121165
2056	561383	120900
2057	561683	120633
2058	561972	120364
2059	562269	120096
2060	562543	119823
2061	562800	119547
2062	563048	119269
2063	563318	118995
2064	563601	118724
2065	563913	118459
2066	564221	118194
2067	564496	117921
2068	564780	117651
2069	565074	117382
2070	565331	117106
2071	565597	116831
2072	565854	116555
2073	566129	116283
2074	566412	116012
2075	566665	115735
2076	566908	115456
2077	567211	115189
2078	567504	114920
2079	567806	114653
2080	568074	114379
2081	568368	114110
2082	568672	113843
2083	568941	113569
2084	569240	113302
2085	569520	113030
2086	569776	112754
2087	570058	112482
2088	570352	112213
2089	570624	111940
2090	570921	111672
2091	571208	111401
2092	571525	111137
2093	571855	110875
2094	572127	110602
2095	572438	110336
2096	572712	110063
2097	572958	109785
2098	573269	109519
2099	573574	109252
2100	573845	108978
2101	574176	108716
2102	574490	108451
2103	574756	108176
2104	575050	107907
2105	575329	107635
2106	575585	107358
2107	575878	107089
2108	576181	106821
2109	576471	106551
2110	576739	106277
2111	577010	106003
2112	577287	105731
2113	577561	105458
2114	577868	105191
2115	578144	104918
2116	578401	104642
2117	578663	104367
2118	578966	104099
2119	579275	103832
2120	579531	103556
2121	579799	103281
2122	580058	103006
2123	580338	102734
2124	580615	102461
2125	580910	102192
2126	581194	101920
2127	581526	101657
2128	581810	101386
2129	582102	101116
2130	582424	100851
2131	582662	100572
2132	582933	100298
2133	583224	100028
2134	583534	99761
2135	583841	99493
2136	584140	99224
2137	584418	98952
2138	584668	98674
2139	584960	98404
2140	585223	98129
2141	585514	97859
2142	585777	97584
2143	586059	97312
2144	586354	97042
2145	586643	96771
2146	586930	96500
2147	587201	96226
2148	587470	95952
2149	587758	95681
2150	588040	95409
2151	588315	95136
2152	588586	94862
2153	588855	94588
2154	589106	94311
2155	589358	94034
2156	589665	93766
2157	589939	93493
2158	590256	93227
2159	590525	92953
2160	590798	92679
2161	591070	92405
2162	591374	92137
2163	591605	91857
2164	591847	91579
2165	592122	91306
2166	592356	91026
2167	592612	90750
2168	592927	90483
2169	593201	90210
2170	593492	89939
2171	593749	89663
2172	593999	89386
2173	594254	89110
2174	594538	88839
2175	594821	88567
2176	595082	88291
2177	595333	88015
2178	595630	87745
2179	595949	87478
2180	596237	87207
2181	596504	86933
2182	596781	86660
2183	597059	86387
2184	597304	86110
2185	597607	85841
2186	597833	85561
2187	598082	85284
2188	598370	85012
2189	598664	84742
2190	598934	84468
2191	599222	84197
2192	599492	83923
2193	599753	83648
2194	600015	83373
2195	600271	83097
2196	600529	82822
2197	600816	82550
2198	601080	82276
2199	601337	82000
2200	601598	81725
2201	601884	81453
2202	602136	81177
2203	602398	80902
2204	602680	80630
2205	603018	80365
2206	603293	80092
2207	603574	79820
2208	603849	79547
2209	604105	79271
2210	604363	78996
2211	604621	78721
2212	604892	78447
2213	605164	78173
2214	605429	77899
2215	605773	77635
2216	606088	77367
2217	606366	77094
2218	606647	76821
2219	606918	76548
2220	607162	76271
2221	607467	76001
2222	607727	75726
2223	608013	75454
2224	608333	75187
2225	608601	74913
2226	608881	74640
2227	609147	74366
2228	609433	74094
2229	609732	73824
2230	610030	73553
2231	610323	73282
2232	610643	73014
2233	610912	72740
2234	611176	72466
2235	611477	72195
2236	611775	71925
2237	612085	71656
2238	612394	71386
2239	612665	71112
2240	612933	70838
2241	613261	70571
2242	613538	70298
2243	613841	70028
2244	614143	69757
2245	614430	69485
2246	614707	69212
2247	614971	68938
2248	615291	68669
2249	615559	68395
2250	615829	68121
2251	616103	67848
2252	616399	67576
2253	616672	67303
2254	616927	67027
2255	617203	66754
2256	617470	66479
2257	617765	66208
2258	618119	65943
2259	618438	65674
2260	618742	65404
2261	619045	65133
2262	619338	64862
2263	619614	64588
2264	619896	64315
2265	620159	64041
2266	620458	63770
2267	620715	63494
2268	621001	63222
2269	621280	62949
2270	621538	62673
2271	621788	62397
2272	622034	62121
2273	622303	61847
2274	622597	61575
2275	622884	61303
2276	623193	61033
2277	623455	60758
2278	623763	60487
2279	624058	60216
2280	624351	59944
2281	624647	59672
2282	624941	59400
2283	625206	59126
2284	625497	58854
2285	625761	58579
2286	626060	58308
2287	626325	58033
2288	626598	57759
2289	626852	57484
2290	627102	57208
2291	627379	56934
2292	627652	56661
2293	627943	56389
2294	628242	56117
2295	628489	55841
2296	628726	55564
2297	628969	55288
2298	629229	55013
2299	629506	54739
2300	629798	54467
2301	630061	54192
2302	630365	53921
2303	630666	53650
2304	630937	53376
2305	631245	53105
2306	631494	52829
2307	631750	52554
2308	631974	52276
2309	632223	52001
2310	632553	51731
2311	632834	51458
2312	633082	51183
2313	633342	50908
2314	633628	50635
2315	633889	50360
2316	634161	50086
2317	634425	49812
2318	634687	49537
2319	634976	49265
2320	635307	48996
2321	635592	48723
2322	635887	48451
2323	636164	48177
2324	636470	47906
2325	636737	47632
2326	637010	47358
2327	637309	47086
2328	637611	46814
2329	637914	46543
2330	638203	46270
2331	638463	45995
2332	638749	45722
2333	639030	45449
2334	639276	45173
2335	639547	44899
2336	639804	44624
2337	640117	44353
2338	640386	44079
2339	640688	43807
2340	640993	43536
2341	641281	43263
2342	641525	42987
2343	641786	42712
2344	642038	42437
2345	642369	42167
2346	642651	41894
2347	642935	41621
2348	643193	41346
2349	643498	41074
2350	643768	40800
2351	644070	40528
2352	644388	40257
2353	644711	39986
2354	645010	39714
2355	645289	39440
2356	645549	39165
2357	645851	38893
2358	646158	38621
2359	646450	38348
2360	646737	38075
2361	647002	37801
2362	647306	37528
2363	647613	37256
2364	647930	36985
2365	648218	36712
2366	648475	36437
2367	648736	36162
2368	649044	35890
2369	649316	35616
2370	649628	35344
2371	649888	35069
2372	650177	34796
2373	650456	34522
2374	650704	34247
2375	650944	33971
2376	651222	33698
2377	651561	33427
2378	651835	33153
2379	652117	32879
2380	652405	32606
2381	652653	32331
2382	652976	32059
2383	653255	31785
2384	653547	31512
2385	653814	31238
2386	654121	30965
2387	654407	30692
2388	654665	30417
2389	654977	30145
2390	655249	29871
2391	655535	29597
2392	655808	29323
2393	656121	29051
2394	656417	28778
2395	656700	28504
2396	657014	28232
2397	657280	27957
2398	657609	27685
2399	657899	27412
2400	658195	27139
2401	658492	26866
2402	658790	26592
2403	659077	26319
2404	659413	26047
2405	659728	25774
2406	659988	25500
2407	660251	25225
2408	660533	24951
2409	660836	24678
2410	661130	24405
2411	661428	24131
2412	661719	23858
2413	662009	23584
2414	662276	23309
2415	662567	23036
2416	662864	22762
2417	663158	22489
2418	663430	22214
2419	663682	21939
2420	663978	21666
2421	664270	21392
2422	664551	21118
2423	664836	20844
2424	665155	20571
2425	665442	20297
2426	665680	20022
2427	665933	19747
2428	666205	19473
2429	666478	19198
2430	666817	18926
2431	667100	18652
2432	667388	18378
2433	667695	18105
2434	667982	17831
2435	668282	17557
2436	668579	17283
2437	668850	17009
2438	669160	16735
2439	669451	16461
2440	669710	16187
2441	669993	15913
2442	670255	15638
2443	670532	15364
2444	670771	15088
2445	671039	14814
2446	671321	14540
2447	671637	14266
2448	671917	13992
2449	672199	13718
2450	672495	13444
2451	672786	13170
2452	673067	12896
2453	673358	12622
2454	673612	12347
2455	673917	12073
2456	674186	11798
2457	674466	11524
2458	674743	11250
2459	675003	10975
2460	675286	10701
2461	675557	10426
2462	675872	10153
2463	676153	9878
2464	676449	9604
2465	676756	9330
2466	677052	9056
2467	677345	8782
2468	677640	8508
2469	677908	8233
2470	678178	7959
2471	678445	7684
2472	678738	7410
2473	679035	7136
2474	679271	6861
2475	679547	6586
2476	679788	6312
2477	680050	6037
2478	680319	5763
2479	680589	5488
2480	680849	5214
2481	681097	4939
2482	681385	4665
2483	681707	4391
2484	682020	4116
2485	682312	3842
2486	682570	3567
2487	682858	3293
2488	683114	3018
2489	683342	2744
2490	683574	2469
2491	683911	2195
2492	684193	1921
2493	684512	1646
2494	684766	1372
2495	685060	1097
2496	685339	823
2497	685627	548
2498	685905	274
2499	686197	0
