iter	Passed	Remaining
398	112362	591662
399	112621	591260
400	112873	590826
401	113216	590868
402	113486	590525
403	113794	590379
404	114057	590001
405	114367	589865
406	114610	589385
407	114843	588856
408	115065	588267
409	115330	587902
410	115627	587701
411	115871	587232
412	116130	586838
413	116373	586367
414	116637	585996
415	116902	585638
416	117185	585366
417	117433	584919
418	117677	584455
419	117916	583966
420	118220	583802
421	118496	583499
422	118728	582976
423	119009	582695
424	119269	582317
425	119532	581949
426	119788	581551
427	120048	581170
428	120333	580912
429	120636	580739
430	120916	580456
431	121217	580272
432	121466	579843
433	121749	579570
434	122006	579179
435	122270	578819
436	122531	578447
437	122796	578095
438	123051	577697
439	123350	577506
440	123585	577011
441	123819	576517
442	124094	576211
443	124367	575900
444	124600	575402
445	124840	574939
446	125084	574492
447	125321	574019
448	125610	573780
449	125857	573348
450	126111	572952
451	126400	572717
452	126667	572381
453	126882	571807
454	127129	571384
455	127406	571095
456	127677	570776
457	127978	570595
458	128246	570266
459	128507	569901
460	128794	569659
461	129065	569341
462	129353	569100
463	129612	568728
464	129874	568373
465	130132	568004
466	130410	567717
467	130639	567219
468	130902	566870
469	131164	566518
470	131417	566126
471	131670	565738
472	131941	565423
473	132192	565026
474	132491	564833
475	132799	564678
476	133057	564308
477	133341	564053
478	133575	563581
479	133822	563168
480	134071	562766
481	134325	562383
482	134535	561818
483	134821	561571
484	135092	561259
485	135375	561000
486	135637	560653
487	135881	560231
488	136136	559858
489	136408	559553
490	136664	559184
491	136935	558876
492	137182	558471
493	137479	558265
494	137775	558059
495	138025	557668
496	138311	557419
497	138586	557129
498	138886	556935
499	139160	556640
500	139435	556349
501	139691	555984
502	139960	555668
503	140263	555487
504	140525	555144
505	140799	554848
506	141062	554509
507	141319	554151
508	141582	553811
509	141836	553442
510	142121	553191
511	142366	552780
512	142667	552594
513	142905	552159
514	143180	551869
515	143439	551519
516	143681	551102
517	143939	550747
518	144203	550419
519	144494	550190
520	144779	549940
521	145039	549593
522	145323	549337
523	145623	549145
524	145904	548878
525	146170	548555
526	146467	548351
527	146755	548107
528	147006	547732
529	147264	547378
530	147530	547056
531	147814	546800
532	148084	546495
533	148373	546260
534	148607	545820
535	148882	545533
536	149114	545088
537	149412	544882
538	149650	544463
539	149960	544302
540	150202	543892
541	150443	543485
542	150657	542975
543	150941	542724
544	151200	542381
545	151462	542047
546	151709	541660
547	151964	541302
548	152251	541062
549	152590	541001
550	152847	540654
551	153094	540267
552	153332	539853
553	153569	539434
554	153815	539046
555	154071	538694
556	154328	538348
557	154589	538016
558	154882	537794
559	155149	537483
560	155396	537099
561	155670	536815
562	155919	536441
563	156186	536129
564	156463	535852
565	156719	535506
566	156991	535210
567	157237	534830
568	157469	534398
569	157768	534198
570	158051	533941
571	158313	533615
572	158547	533197
573	158810	532874
574	159127	532732
575	159382	532383
576	159625	531991
577	159902	531717
578	160179	531443
579	160420	531046
580	160677	530706
581	160944	530399
582	161196	530040
583	161467	529746
584	161772	529564
585	162051	529292
586	162315	528975
587	162567	528620
588	162831	528302
589	163057	527864
590	163276	527401
591	163542	527092
592	163815	526805
593	164114	526604
594	164348	526192
595	164657	526021
596	164950	525795
597	165211	525472
598	165473	525151
599	165792	525010
600	166044	524656
601	166304	524330
602	166547	523946
603	166820	523660
604	167122	523466
605	167414	523239
606	167635	522789
607	167904	522493
608	168134	522074
609	168408	521790
610	168660	521439
611	168947	521196
612	169213	520890
613	169466	520542
614	169730	520229
615	169998	519931
616	170265	519626
617	170523	519297
618	170784	518973
619	171030	518609
620	171313	518355
621	171537	517923
622	171805	517622
623	172045	517239
624	172272	516816
625	172543	516527
626	172807	516219
627	173035	515800
628	173311	515526
629	173566	515188
630	173848	514933
631	174124	514659
632	174423	514453
633	174727	514260
634	175000	513978
635	175288	513738
636	175580	513511
637	175859	513245
638	176141	512989
639	176379	512603
640	176615	512211
641	176926	512038
642	177204	511770
643	177458	511434
644	177717	511110
645	178018	510907
646	178266	510552
647	178539	510271
648	178822	510016
649	179087	509711
650	179383	509494
651	179633	509146
652	179901	508848
653	180166	508543
654	180421	508210
655	180673	507869
656	180957	507616
657	181194	507234
658	181459	506931
659	181781	506786
660	182054	506502
661	182334	506239
662	182621	505995
663	182870	505648
664	183102	505253
665	183355	504915
666	183629	504637
667	183863	504248
668	184173	504068
669	184505	503946
670	184832	503813
671	185137	503617
672	185412	503340
673	185709	503124
674	186062	503057
675	186336	502777
676	186647	502597
677	186943	502376
678	187214	502088
679	187452	501711
680	187713	501395
681	187966	501060
682	188217	500719
683	188456	500345
684	188724	500050
685	189027	499848
686	189281	499515
687	189526	499160
688	189795	498867
689	190090	498644
690	190359	498349
691	190635	498076
692	190881	497724
693	191149	497430
694	191428	497162
695	191680	496826
696	191913	496442
697	192195	496184
698	192408	495748
699	192669	495436
700	192934	495134
701	193192	494814
702	193416	494409
703	193660	494055
704	193989	493916
705	194252	493609
706	194542	493373
707	194823	493113
708	195099	492839
709	195360	492528
710	195594	492149
711	195860	491851
712	196143	491597
713	196484	491485
714	196753	491195
715	196986	490814
716	197234	490474
717	197487	490142
718	197738	489808
719	197983	489458
720	198208	489059
721	198481	488782
722	198802	488619
723	199073	488335
724	199334	488025
725	199572	487661
726	199842	487373
727	200105	487069
728	200369	486769
729	200612	486415
730	200842	486033
731	201079	485666
732	201346	485373
733	201631	485125
734	201925	484895
735	202220	484669
736	202507	484425
737	202788	484164
738	203066	483898
739	203335	483608
740	203561	483217
741	203819	482904
742	204094	482629
743	204356	482324
744	204602	481983
745	204894	481749
746	205155	481442
747	205387	481067
748	205657	480783
749	205912	480462
750	206202	480224
751	206476	479949
752	206765	479706
753	207041	479435
754	207306	479138
755	207587	478880
756	207852	478583
757	208104	478256
758	208379	477982
759	208663	477729
760	208919	477411
761	209212	477179
762	209455	476834
763	209708	476509
764	209976	476220
765	210231	475901
766	210471	475551
767	210717	475210
768	211025	475013
769	211307	474756
770	211579	474476
771	211846	474184
772	212128	473927
773	212366	473571
774	212619	473249
775	212914	473021
776	213174	472714
777	213475	472499
778	213748	472222
779	214023	471948
780	214285	471646
781	214579	471415
782	214851	471136
783	215106	470819
784	215396	470578
785	215674	470313
786	216015	470184
787	216278	469883
788	216536	469574
789	216821	469322
790	217051	468952
791	217315	468655
792	217612	468428
793	217854	468084
794	218124	467801
795	218359	467442
796	218608	467115
797	218873	466819
798	219147	466544
799	219409	466245
800	219679	465962
801	219942	465663
802	220205	465365
803	220462	465054
804	220729	464766
805	221029	464545
806	221288	464239
807	221557	463953
808	221805	463626
809	222055	463300
810	222317	463002
811	222550	462642
812	222779	462273
813	223058	462011
814	223319	461708
815	223575	461397
816	223860	461147
817	224108	460818
818	224374	460529
819	224560	460075
820	224815	459763
821	225110	459531
822	225361	459212
823	225611	458890
824	225883	458612
825	226133	458290
826	226412	458026
827	226675	457731
828	226957	457473
829	227211	457161
830	227500	456917
831	227747	456589
832	228032	456338
833	228330	456113
834	228610	455852
835	228848	455507
836	229110	455210
837	229370	454909
838	229654	454655
839	229894	454314
840	230143	453992
841	230450	453785
842	230740	453542
843	231029	453299
844	231349	453116
845	231619	452835
846	231862	452501
847	232152	452258
848	232399	451933
849	232661	451636
850	232938	451369
851	233174	451022
852	233430	450715
853	233707	450448
854	233992	450195
855	234288	449965
856	234564	449696
857	234878	449499
858	235173	449266
859	235459	449015
860	235762	448797
861	236039	448529
862	236284	448201
863	236565	447940
864	236843	447675
865	237127	447419
866	237389	447124
867	237653	446831
868	237901	446509
869	238193	446270
870	238462	445988
871	238711	445667
872	238956	445339
873	239191	444994
874	239458	444708
875	239711	444396
876	239942	444044
877	240261	443853
878	240542	443595
879	240793	443278
880	241035	442946
881	241305	442667
882	241583	442401
883	241854	442122
884	242127	441847
885	242396	441566
886	242715	441376
887	242964	441057
888	243220	440750
889	243488	440467
890	243706	440093
891	243972	439807
892	244236	439516
893	244544	439304
894	244784	438971
895	245022	438634
896	245255	438287
897	245528	438014
898	245799	437736
899	246048	437419
900	246316	437137
901	246588	436859
902	246868	436599
903	247102	436255
904	247365	435963
905	247643	435699
906	247907	435410
907	248148	435079
908	248456	434867
909	248695	434533
910	248926	434185
911	249150	433827
912	249418	433544
913	249683	433258
914	249946	432967
915	250201	432662
916	250468	432378
917	250729	432085
918	250999	431806
919	251249	431493
920	251524	431224
921	251760	430887
922	252055	430651
923	252319	430362
924	252598	430100
925	252852	429795
926	253105	429487
927	253354	429174
928	253623	428894
929	253932	428682
930	254211	428419
931	254473	428127
932	254770	427894
933	255010	427566
934	255278	427283
935	255533	426980
936	255772	426651
937	255993	426292
938	256256	426003
939	256536	425741
940	256799	425451
941	257090	425208
942	257382	424967
943	257640	424669
944	257905	424384
945	258171	424099
946	258404	423760
947	258672	423480
948	258946	423208
949	259200	422906
950	259504	422684
951	259791	422434
952	260036	422115
953	260295	421819
954	260553	421523
955	260835	421266
956	261087	420958
957	261361	420688
958	261604	420367
959	261860	420067
960	262148	419819
961	262427	419556
962	262677	419247
963	262964	418997
964	263276	418787
965	263545	418508
966	263812	418225
967	264089	417959
968	264397	417742
969	264670	417469
970	264923	417165
971	265184	416873
972	265461	416608
973	265713	416302
974	265977	416016
975	266244	415733
976	266489	415417
977	266725	415088
978	267034	414871
979	267317	414614
980	267558	414292
981	267795	413965
982	268058	413677
983	268312	413376
984	268598	413122
985	268877	412861
986	269134	412563
987	269438	412338
988	269698	412046
989	269956	411752
990	270244	411502
991	270504	411209
992	270763	410916
993	271027	410631
994	271288	410341
995	271532	410025
996	271808	409757
997	272101	409515
998	272368	409233
999	272620	408930
1000	272885	408647
1001	273160	408378
1002	273429	408099
1003	273681	407795
1004	273965	407540
1005	274247	407281
1006	274520	407010
1007	274789	406731
1008	275080	406486
1009	275349	406208
1010	275646	405972
1011	275935	405723
1012	276148	405363
1013	276419	405087
1014	276698	404825
1015	276954	404528
1016	277190	404201
1017	277458	403923
1018	277721	403636
1019	278011	403388
1020	278288	403122
1021	278543	402825
1022	278797	402526
1023	279072	402256
1024	279360	402006
1025	279618	401713
1026	279874	401416
1027	280116	401100
1028	280381	400817
1029	280624	400503
1030	280875	400199
1031	281137	399912
1032	281381	399599
1033	281648	399319
1034	281899	399017
1035	282160	398728
1036	282409	398424
1037	282638	398089
1038	282892	397792
1039	283124	397463
1040	283401	397197
1041	283664	396911
1042	283942	396648
1043	284216	396378
1044	284475	396088
1045	284769	395846
1046	285021	395545
1047	285285	395262
1048	285555	394987
1049	285841	394733
1050	286151	394513
1051	286449	394276
1052	286705	393981
1053	286992	393729
1054	287246	393432
1055	287499	393133
1056	287743	392822
1057	287996	392524
1058	288251	392228
1059	288513	391942
1060	288773	391653
1061	289104	391461
1062	289382	391197
1063	289678	390956
1064	289956	390691
1065	290210	390396
1066	290482	390122
1067	290745	389838
1068	291003	389547
1069	291276	389276
1070	291530	388979
1071	291860	388784
1072	292156	388543
1073	292453	388304
1074	292753	388068
1075	293013	387780
1076	293267	387483
1077	293507	387168
1078	293780	386897
1079	294027	386592
1080	294261	386269
1081	294505	385960
1082	294771	385679
1083	295016	385371
1084	295292	385104
1085	295549	384812
1086	295823	384543
1087	296086	384259
1088	296373	384006
1089	296662	383756
1090	296924	383470
1091	297174	383170
1092	297425	382871
1093	297676	382571
1094	297930	382276
1095	298207	382010
1096	298511	381779
1097	298814	381546
1098	299101	381293
1099	299366	381012
1100	299651	380755
1101	299917	380476
1102	300191	380206
1103	300446	379912
1104	300728	379652
1105	300957	379325
1106	301234	379059
1107	301511	378794
1108	301790	378530
1109	302028	378216
1110	302286	377926
1111	302527	377615
1112	302816	377364
1113	303041	377034
1114	303283	376724
1115	303540	376433
1116	303775	376116
1117	303983	375764
1118	304258	375496
1119	304520	375212
1120	304765	374907
1121	305025	374621
1122	305278	374325
1123	305548	374052
1124	305797	373752
1125	306086	373501
1126	306374	373248
1127	306620	372946
1128	306883	372664
1129	307162	372400
1130	307415	372105
1131	307697	371846
1132	307983	371592
1133	308238	371299
1134	308566	371094
1135	308887	370882
1136	309193	370651
1137	309427	370333
1138	309688	370049
1139	309920	369730
1140	310168	369429
1141	310392	369100
1142	310659	368822
1143	310952	368576
1144	311248	368333
1145	311550	368097
1146	311861	367871
1147	312137	367604
1148	312426	367352
1149	312696	367078
1150	312960	366797
1151	313258	366555
1152	313574	366335
1153	313789	365997
1154	314040	365700
1155	314311	365428
1156	314616	365194
1157	314933	364974
1158	315194	364689
1159	315492	364447
1160	315777	364191
1161	316041	363910
1162	316316	363641
1163	316587	363367
1164	316842	363076
1165	317081	362767
1166	317316	362453
1167	317593	362186
1168	317832	361877
1169	318083	361581
1170	318394	361355
1171	318664	361080
1172	318944	360817
1173	319227	360557
1174	319514	360303
1175	319808	360056
1176	320084	359788
1177	320347	359506
1178	320660	359280
1179	320944	359022
1180	321206	358739
1181	321472	358461
1182	321708	358148
1183	321966	357861
1184	322220	357569
1185	322494	357300
1186	322757	357017
1187	323034	356752
1188	323265	356435
1189	323586	356217
1190	323844	355929
1191	324115	355656
1192	324419	355420
1193	324703	355161
1194	324971	354884
1195	325213	354580
1196	325457	354278
1197	325750	354029
1198	325969	353700
1199	326227	353413
1200	326484	353125
1201	326728	352823
1202	326975	352524
1203	327258	352265
1204	327564	352029
1205	327811	351731
1206	328091	351468
1207	328378	351212
1208	328640	350930
1209	328931	350679
1210	329191	350394
1211	329431	350089
1212	329706	349820
1213	329958	349527
1214	330183	349206
1215	330465	348945
1216	330721	348657
1217	330988	348379
1218	331278	348127
1219	331526	347831
1220	331812	347573
1221	332061	347278
1222	332323	346996
1223	332579	346708
1224	332843	346428
1225	333096	346138
1226	333401	345900
1227	333661	345617
1228	333898	345309
1229	334126	344991
1230	334414	344737
1231	334668	344448
1232	334919	344154
1233	335162	343853
1234	335466	343615
1235	335721	343327
1236	335973	343035
1237	336266	342785
1238	336566	342542
1239	336844	342277
1240	337106	341995
1241	337350	341696
1242	337612	341415
1243	337907	341166
1244	338173	340889
1245	338484	340658
1246	338768	340398
1247	339062	340149
1248	339330	339873
1249	339613	339613
1250	339879	339336
1251	340145	339058
1252	340409	338779
1253	340670	338496
1254	340952	338236
1255	341204	337944
1256	341471	337668
1257	341748	337401
1258	342009	337119
1259	342259	336826
1260	342568	336591
1261	342834	336314
1262	343078	336015
1263	343348	335742
1264	343615	335466
1265	343897	335205
1266	344182	334946
1267	344433	334655
1268	344723	334400
1269	345029	334162
1270	345334	333923
1271	345618	333663
1272	345886	333387
1273	346168	333125
1274	346392	332808
1275	346652	332525
1276	346902	332233
1277	347179	331966
1278	347494	331735
1279	347770	331468
1280	348015	331171
1281	348301	330913
1282	348582	330650
1283	348874	330398
1284	349172	330151
1285	349450	329886
1286	349716	329608
1287	350005	329352
1288	350256	329061
1289	350525	328787
1290	350776	328496
1291	351106	328278
1292	351396	328024
1293	351642	327728
1294	351895	327439
1295	352197	327196
1296	352463	326919
1297	352722	326635
1298	353008	326376
1299	353294	326118
1300	353554	325835
1301	353856	325591
1302	354137	325327
1303	354380	325029
1304	354670	324775
1305	354931	324493
1306	355211	324229
1307	355480	323955
1308	355754	323685
1309	356021	323408
1310	356271	323117
1311	356546	322848
1312	356790	322551
1313	357048	322267
1314	357286	321965
1315	357557	321693
1316	357782	321379
1317	358041	321096
1318	358319	320830
1319	358592	320560
1320	358859	320284
1321	359084	319970
1322	359349	319693
1323	359635	319434
1324	359924	319177
1325	360216	318924
1326	360468	318635
1327	360729	318354
1328	360978	318062
1329	361255	317796
1330	361443	317451
1331	361686	317154
1332	361974	316897
1333	362234	316615
1334	362497	316337
1335	362744	316043
1336	362991	315750
1337	363259	315476
1338	363525	315199
1339	363745	314884
1340	364004	314601
1341	364269	314324
1342	364538	314051
1343	364815	313785
1344	365075	313503
1345	365349	313234
1346	365633	312973
1347	365852	312657
1348	366087	312355
1349	366327	312056
1350	366608	311793
1351	366902	311541
1352	367179	311274
1353	367452	311004
1354	367673	310691
1355	367940	310416
1356	368216	310148
1357	368483	309873
1358	368730	309582
1359	368994	309304
1360	369313	309072
1361	369577	308795
1362	369833	308510
1363	370126	308257
1364	370412	307998
1365	370691	307734
1366	370973	307470
1367	371239	307195
1368	371487	306904
1369	371803	306670
1370	372063	306389
1371	372301	306090
1372	372550	305800
1373	372847	305550
1374	373129	305287
1375	373400	305016
1376	373695	304764
1377	373973	304497
1378	374235	304218
1379	374532	303968
1380	374789	303685
1381	375046	303401
1382	375296	303113
1383	375549	302827
1384	375816	302552
1385	376048	302249
1386	376324	301982
1387	376579	301697
1388	376847	301424
1389	377106	301142
1390	377399	300888
1391	377656	300605
1392	377938	300343
1393	378247	300101
1394	378487	299805
1395	378784	299554
1396	379073	299296
1397	379358	299036
1398	379635	298769
1399	379915	298505
1400	380195	298240
1401	380459	297963
1402	380684	297655
1403	380949	297379
1404	381241	297123
1405	381568	296895
1406	381865	296644
1407	382112	296354
1408	382400	296095
1409	382675	295826
1410	382975	295577
1411	383204	295273
1412	383460	294990
1413	383716	294707
1414	383994	294440
1415	384301	294196
1416	384549	293907
1417	384835	293647
1418	385102	293372
1419	385368	293097
1420	385660	292841
1421	385909	292553
1422	386161	292267
1423	386445	292005
1424	386728	291742
1425	387006	291475
1426	387282	291208
1427	387588	290962
1428	387845	290680
1429	388111	290405
1430	388396	290143
1431	388664	289870
1432	388918	289585
1433	389169	289299
1434	389454	289037
1435	389707	288752
1436	389994	288493
1437	390252	288211
1438	390499	287921
1439	390741	287629
1440	390987	287339
1441	391288	287089
1442	391560	286819
1443	391828	286545
1444	392087	286264
1445	392384	286011
1446	392671	285751
1447	392936	285475
1448	393196	285196
1449	393467	284924
1450	393755	284665
1451	394044	284406
1452	394295	284120
1453	394547	283835
1454	394795	283547
1455	395047	283262
1456	395324	282994
1457	395578	282711
1458	395864	282450
1459	396166	282201
1460	396462	281946
1461	396757	281692
1462	397023	281417
1463	397289	281141
1464	397520	280842
1465	397772	280557
1466	398050	280290
1467	398290	279996
1468	398606	279757
1469	398857	279471
1470	399097	279178
1471	399380	278914
1472	399630	278629
1473	399915	278367
1474	400194	278101
1475	400489	277846
1476	400719	277546
1477	401014	277291
1478	401309	277036
1479	401596	276776
1480	401864	276502
1481	402121	276221
1482	402412	275963
1483	402653	275670
1484	402945	275414
1485	403235	275155
1486	403546	274910
1487	403843	274656
1488	404093	274371
1489	404379	274109
1490	404626	273821
1491	404886	273542
1492	405159	273272
1493	405459	273020
1494	405760	272768
1495	406031	272497
1496	406300	272224
1497	406550	271938
1498	406811	271660
1499	407098	271399
1500	407357	271119
1501	407648	270861
1502	407923	270591
1503	408233	270346
1504	408556	270108
1505	408832	269840
1506	409099	269565
1507	409362	269289
1508	409624	269011
1509	409909	268748
1510	410168	268468
1511	410460	268210
1512	410760	267958
1513	411016	267676
1514	411269	267393
1515	411523	267110
1516	411782	266830
1517	412048	266555
1518	412296	266268
1519	412537	265977
1520	412779	265687
1521	413073	265430
1522	413357	265167
1523	413603	264879
1524	413878	264611
1525	414124	264323
1526	414420	264067
1527	414696	263799
1528	415019	263560
1529	415315	263304
1530	415607	263046
1531	415832	262745
1532	416093	262467
1533	416369	262198
1534	416636	261924
1535	416903	261650
1536	417198	261393
1537	417462	261117
1538	417704	260827
1539	417990	260565
1540	418273	260301
1541	418529	260020
1542	418809	259753
1543	419082	259483
1544	419331	259198
1545	419580	258913
1546	419841	258635
1547	420132	258376
1548	420423	258116
1549	420705	257851
1550	421006	257598
1551	421241	257305
1552	421505	257028
1553	421780	256759
1554	422013	256465
1555	422245	256169
1556	422524	255902
1557	422830	255652
1558	423107	255384
1559	423379	255113
1560	423672	254855
1561	423960	254593
1562	424233	254322
1563	424481	254037
1564	424731	253753
1565	424973	253464
1566	425298	253225
1567	425570	252953
1568	425822	252671
1569	426119	252414
1570	426403	252150
1571	426672	251877
1572	426937	251602
1573	427197	251324
1574	427444	251038
1575	427694	250755
1576	427993	250499
1577	428244	250216
1578	428525	249950
1579	428711	249629
1580	428967	249348
1581	429222	249068
1582	429523	248814
1583	429816	248555
1584	430090	248285
1585	430406	248039
1586	430692	247777
1587	430981	247516
1588	431252	247244
1589	431498	246958
1590	431731	246664
1591	432023	246405
1592	432335	246157
1593	432601	245882
1594	432899	245626
1595	433172	245355
1596	433445	245085
1597	433693	244800
1598	433983	244539
1599	434232	244255
1600	434492	243978
1601	434823	243740
1602	435079	243459
1603	435336	243180
1604	435614	242912
1605	435875	242635
1606	436144	242362
1607	436443	242106
1608	436743	241850
1609	437019	241582
1610	437308	241320
1611	437572	241045
1612	437831	240766
1613	438085	240485
1614	438358	240214
1615	438616	239936
1616	438887	239664
1617	439154	239390
1618	439412	239111
1619	439671	238834
1620	439958	238571
1621	440254	238312
1622	440544	238051
1623	440817	237781
1624	441129	237531
1625	441438	237279
1626	441663	236983
1627	441903	236695
1628	442201	236438
1629	442526	236195
1630	442835	235943
1631	443135	235687
1632	443455	235441
1633	443756	235185
1634	444025	234912
1635	444312	234649
1636	444570	234370
1637	444875	234116
1638	445167	233855
1639	445449	233589
1640	445709	233311
1641	445975	233037
1642	446247	232765
1643	446472	232469
1644	446725	232188
1645	446990	231913
1646	447278	231650
1647	447561	231384
1648	447857	231125
1649	448135	230857
1650	448388	230576
1651	448648	230299
1652	448904	230019
1653	449185	229752
1654	449427	229466
1655	449706	229198
1656	449975	228925
1657	450236	228648
1658	450491	228368
1659	450759	228095
1660	451040	227828
1661	451316	227559
