iter	RMSE
135	38498.82432
136	38430.85508
137	38328.63024
138	38263.35699
139	38218.57459
140	38172.42383
141	38130.60691
142	38084.03251
143	37952.59355
144	37905.41404
145	37789.22212
146	37754.31667
147	37713.88435
148	37681.73737
149	37631.5145
150	37493.65243
151	37425.45081
152	37359.44884
153	37312.16653
154	37231.06394
155	37167.35577
156	37134.96873
157	37077.68793
158	36993.77226
159	36962.31642
160	36923.83814
161	36866.59324
162	36831.21492
163	36745.77185
164	36720.4175
165	36668.05068
166	36598.05599
167	36528.2522
168	36477.70951
169	36422.43736
170	36366.06383
171	36337.57978
172	36296.60281
173	36250.57682
174	36192.03871
175	36163.75898
176	36159.46846
177	36111.1641
178	36028.45856
179	35984.27854
180	35886.30211
181	35860.40684
182	35814.64919
183	35778.56036
184	35680.70716
185	35642.70542
186	35608.59545
187	35540.36156
188	35488.6954
189	35426.38268
190	35365.9144
191	35304.39737
192	35272.22829
193	35233.32522
194	35205.66485
195	35125.62274
196	35041.40909
197	35020.13789
198	34963.37657
199	34910.48896
200	34876.30766
201	34850.08905
202	34786.72682
203	34741.36495
204	34703.74641
205	34673.80875
206	34647.0399
207	34568.27653
208	34518.61651
209	34451.81663
210	34391.09025
211	34358.04499
212	34316.3568
213	34285.47142
214	34230.58485
215	34190.21524
216	34158.10096
217	34133.83435
218	34088.00786
219	34062.53291
220	34022.61665
221	33998.90895
222	33945.85356
223	33912.09571
224	33887.48926
225	33860.33767
226	33809.73937
227	33743.77725
228	33719.22849
229	33651.39743
230	33618.68245
231	33584.00643
232	33512.6267
233	33487.01876
234	33437.47424
235	33411.24095
236	33382.59456
237	33365.29189
238	33294.88048
239	33264.71266
240	33232.36404
241	33200.19058
242	33172.43884
243	33145.29086
244	33102.17455
245	33084.03188
246	33050.96409
247	33036.44094
248	32993.46551
249	32959.49211
250	32922.75825
251	32901.65177
252	32870.60411
253	32829.13396
254	32772.93741
255	32759.65074
256	32732.9396
257	32711.00169
258	32689.78959
259	32647.85569
260	32603.88443
261	32540.84341
262	32530.65966
263	32504.74291
264	32477.50131
265	32443.31929
266	32415.80771
267	32383.64324
268	32353.12866
269	32328.8866
270	32287.43288
271	32273.93441
272	32252.92415
273	32221.92731
274	32207.4231
275	32188.21282
276	32152.10594
277	32110.73463
278	32088.90203
279	32061.92584
280	32029.92139
281	32005.9017
282	31974.43858
283	31962.43141
284	31931.82672
285	31900.43125
286	31881.85518
287	31833.97216
288	31788.60269
289	31763.87249
290	31751.03344
291	31727.27542
292	31686.81509
293	31651.91334
294	31626.07282
295	31607.57312
296	31583.409
297	31517.79936
298	31494.58032
299	31458.57737
300	31436.99624
301	31407.9961
302	31386.38612
303	31365.39927
304	31307.85508
305	31275.36317
306	31260.36572
307	31230.79049
308	31177.99279
309	31162.01622
310	31144.86152
311	31131.31134
312	31093.65465
313	31066.27568
314	31044.62347
315	31025.11774
316	31008.61363
317	30964.5142
318	30941.27441
319	30916.18654
320	30891.02107
321	30874.42859
322	30857.50983
323	30840.6089
324	30813.64549
325	30790.64684
326	30772.19942
327	30757.2542
328	30745.0402
329	30713.62259
330	30695.04064
331	30666.39744
332	30638.26685
333	30604.70659
334	30558.76886
335	30536.02315
336	30520.05646
337	30490.1586
338	30475.1002
339	30446.26802
340	30417.52343
341	30376.56012
342	30350.1182
343	30307.87823
344	30282.25146
345	30265.03262
346	30244.03797
347	30236.20097
348	30223.68127
349	30175.19005
350	30160.47708
351	30116.35012
352	30108.45252
353	30086.62375
354	30067.05451
355	30046.73801
356	30006.98366
357	29977.32564
358	29958.72102
359	29934.30713
360	29907.20766
361	29888.338
362	29870.7683
363	29845.90346
364	29817.19593
365	29801.86228
366	29781.26156
367	29770.40707
368	29759.14086
369	29734.13261
370	29716.12175
371	29699.86802
372	29682.93553
373	29661.37149
374	29643.27129
375	29618.57382
376	29594.63559
377	29569.69307
378	29554.65599
379	29544.68947
380	29530.54619
381	29513.48755
382	29487.29893
383	29477.64536
384	29458.81207
385	29435.94229
386	29415.83446
387	29401.89523
388	29377.20338
389	29366.64135
390	29347.1765
391	29322.01055
392	29305.37116
393	29287.75301
394	29250.00282
395	29232.69803
396	29208.95469
397	29189.91289
398	29176.78959
399	29166.56049
400	29150.87837
401	29132.25265
402	29114.1157
403	29103.5464
404	29092.34392
405	29076.29398
406	29051.65359
407	29044.02523
408	29031.18901
409	29015.18404
410	28999.6696
411	28989.96129
412	28982.1089
413	28975.1415
414	28957.51367
415	28948.83379
416	28919.95504
417	28897.02519
418	28883.84495
419	28869.19891
420	28852.01852
421	28838.38738
422	28829.62984
423	28796.12906
424	28780.44346
425	28760.92947
426	28747.25526
427	28737.2695
428	28706.97243
429	28681.41971
430	28667.09637
431	28637.22326
432	28605.18043
433	28584.04031
434	28559.13256
435	28549.65026
436	28538.50671
437	28518.79597
438	28497.65374
439	28486.97606
440	28475.18474
441	28467.35164
442	28444.95135
443	28435.42446
444	28423.25312
445	28411.17652
446	28396.74026
447	28381.77488
448	28363.73733
449	28351.2167
450	28339.44677
451	28311.96019
452	28302.05716
453	28287.1729
454	28270.53256
455	28241.72574
456	28229.52632
457	28219.4148
458	28209.21871
459	28202.08419
460	28187.22068
461	28168.98099
462	28141.58236
463	28133.84598
464	28107.58878
465	28088.13323
466	28067.50466
467	28061.01672
468	28050.42926
469	28023.83695
470	28015.18156
471	28002.60615
472	27993.19018
473	27979.36109
474	27952.00719
475	27932.23343
476	27921.53051
477	27902.52248
478	27897.43286
479	27885.88294
480	27875.39706
481	27854.15786
482	27848.29061
483	27834.08155
484	27811.34399
485	27798.46268
486	27791.93144
487	27771.29787
488	27761.753
489	27746.27647
490	27733.17285
491	27723.83547
492	27717.66928
493	27700.09074
494	27670.18345
495	27659.68638
496	27649.62026
497	27637.29118
498	27622.45616
499	27618.39025
500	27597.30107
501	27591.03741
502	27577.68803
503	27556.32087
504	27546.71536
505	27538.73504
506	27532.76114
507	27520.04797
508	27502.52786
509	27489.56596
510	27479.92686
511	27468.66679
512	27462.60642
513	27453.30135
514	27447.92859
515	27439.92328
516	27430.88104
517	27416.88725
518	27410.96153
519	27390.83981
520	27384.69923
521	27367.61126
522	27354.76153
523	27345.46873
524	27331.81463
525	27325.35716
526	27302.64194
527	27281.51259
528	27273.34172
529	27259.68977
530	27252.71135
531	27241.63073
532	27233.43389
533	27226.29137
534	27217.8039
535	27201.26254
536	27192.28278
537	27180.55998
538	27161.93316
539	27151.44514
540	27134.25295
541	27126.41713
542	27119.41538
543	27112.4617
544	27095.33053
545	27081.67112
546	27069.1061
547	27057.17608
548	27052.67136
549	27045.56166
550	27028.86023
551	27012.2502
552	27003.40704
553	26997.52933
554	26988.04436
555	26984.56671
556	26973.87363
557	26955.67378
558	26947.1628
559	26937.92397
560	26930.47054
561	26913.40388
562	26903.96508
563	26894.54192
564	26887.40688
565	26879.14317
566	26873.95639
567	26860.42111
568	26854.79357
569	26847.43852
570	26840.01726
571	26829.25932
572	26823.87997
573	26812.40405
574	26804.28952
575	26795.30321
576	26787.26885
577	26776.89648
578	26766.88969
579	26758.36093
580	26747.58546
581	26738.01067
582	26723.88283
583	26707.41211
584	26698.91527
585	26688.21261
586	26675.11084
587	26659.3148
588	26653.15819
589	26643.63743
590	26638.30284
591	26632.70937
592	26625.72335
593	26620.90507
594	26612.86719
595	26592.8164
596	26576.67728
597	26563.18127
598	26547.02992
599	26539.29394
600	26532.44114
601	26527.7661
602	26513.23847
603	26506.45692
604	26492.30844
605	26480.32881
606	26471.5839
607	26465.31848
608	26459.06883
609	26447.80173
610	26442.96436
611	26426.25373
612	26422.16939
613	26418.75441
614	26400.97518
615	26387.27127
616	26378.52983
617	26370.57361
618	26363.76395
619	26355.86704
620	26347.4215
621	26342.93523
622	26336.55975
623	26327.65179
624	26320.2369
625	26314.18353
626	26294.72331
627	26286.54723
628	26277.22258
629	26265.26783
630	26260.63497
631	26251.26283
632	26246.1037
633	26242.3575
634	26233.55095
635	26230.31045
636	26224.51825
637	26213.19021
638	26208.17753
639	26201.30992
640	26195.17247
641	26188.1503
642	26174.50812
643	26167.39752
644	26155.73236
645	26140.21607
646	26134.80459
647	26124.54872
648	26116.48598
649	26107.19028
650	26096.52561
651	26086.84644
652	26079.41195
653	26069.12431
654	26062.82207
655	26054.3977
656	26048.30021
657	26045.03862
658	26032.13556
659	26027.9078
660	26023.91984
661	26016.11984
662	26005.83863
663	25997.30229
664	25986.39305
665	25978.68282
666	25968.56724
667	25962.0714
668	25958.84452
669	25950.71359
670	25940.69189
671	25934.4275
672	25927.27148
673	25918.01404
674	25911.66597
675	25903.02788
676	25890.11217
677	25886.17724
678	25880.24676
679	25872.30608
680	25863.94348
681	25857.13067
682	25849.27439
683	25843.23233
684	25835.87133
685	25828.36297
686	25824.20868
687	25815.66631
688	25803.09307
689	25799.55617
690	25796.85875
691	25785.34056
692	25776.73137
693	25771.58329
694	25764.62543
695	25756.05152
696	25750.68003
697	25739.83984
698	25730.85961
699	25725.91354
700	25714.32582
701	25708.38866
702	25703.47242
703	25696.51049
704	25686.03755
705	25677.49847
706	25671.32224
707	25664.40016
708	25651.89455
709	25644.6136
710	25640.73392
711	25635.34989
712	25621.40566
713	25613.74701
714	25604.30843
715	25593.83078
716	25583.38323
717	25580.51634
718	25573.90459
719	25563.36293
720	25559.69145
721	25550.12869
722	25544.15512
723	25537.74119
724	25534.70589
725	25531.33868
726	25525.94198
727	25519.99199
728	25514.5374
729	25503.6285
730	25499.41901
731	25493.13812
732	25480.2925
733	25474.22475
734	25466.77375
735	25459.15894
736	25456.48134
737	25451.64332
738	25445.26796
739	25429.31146
740	25420.21154
741	25413.26899
742	25396.04365
743	25389.13958
744	25377.79072
745	25362.39608
746	25357.44918
747	25353.24151
748	25343.26083
749	25339.10577
750	25333.29106
751	25329.58849
752	25323.65005
753	25316.93702
754	25312.00922
755	25298.75558
756	25290.55555
757	25283.70753
758	25270.83854
759	25261.42598
760	25249.93761
761	25244.2296
762	25239.03949
763	25232.16011
764	25217.17521
765	25209.86731
766	25205.13112
767	25197.3993
768	25189.44958
769	25184.49667
770	25179.32727
771	25170.39978
772	25160.1535
773	25153.16849
774	25150.7234
775	25144.74725
776	25139.91662
777	25132.84677
778	25127.09266
779	25124.15994
780	25114.0772
781	25099.49597
782	25089.87566
783	25085.74382
784	25081.04547
785	25074.48844
786	25067.92891
787	25063.8642
788	25058.61154
789	25048.35181
790	25037.20969
791	25029.11786
792	25019.24707
793	25013.80682
794	25006.85498
795	24998.08045
796	24993.24459
797	24981.76077
798	24969.41488
799	24960.54332
800	24955.45227
801	24947.31998
802	24943.37063
803	24933.78965
804	24923.3459
805	24912.89182
806	24906.26948
807	24898.21994
808	24888.65469
809	24884.71554
810	24876.31272
811	24871.0011
812	24864.59423
813	24859.81701
814	24855.01162
815	24849.04366
816	24844.49978
817	24839.57082
818	24833.06631
819	24828.45229
820	24817.89662
821	24814.4066
822	24806.80264
823	24803.65232
824	24800.61161
825	24795.44942
826	24790.74007
827	24786.54681
828	24779.52455
829	24770.81161
830	24765.78163
831	24760.33799
832	24753.93302
833	24749.71734
834	24739.57444
835	24729.77821
836	24720.1932
837	24715.19868
838	24706.93954
839	24701.59744
840	24696.5048
841	24688.71153
842	24679.67864
843	24675.02475
844	24665.88919
845	24659.97804
846	24653.41623
847	24648.01501
848	24643.26012
849	24634.55165
850	24628.88083
851	24622.77694
852	24613.25976
853	24608.33486
854	24601.78097
855	24596.15085
856	24590.97654
857	24582.98352
858	24577.35924
859	24569.2079
860	24564.7449
861	24556.10967
862	24548.5838
863	24545.35937
864	24539.943
865	24532.9557
866	24530.47651
867	24526.01298
868	24521.09605
869	24514.13332
870	24506.2144
871	24497.68528
872	24492.09335
873	24488.59064
874	24478.83185
875	24469.06971
876	24465.32299
877	24457.28674
878	24451.05915
879	24448.80389
880	24444.44127
881	24440.18564
882	24433.77691
883	24431.19694
884	24425.29257
885	24419.74235
886	24413.79602
887	24406.5113
888	24399.42125
889	24395.65871
890	24393.38349
891	24386.55279
892	24379.02871
893	24374.13007
894	24368.82003
895	24363.1446
896	24358.5136
897	24352.29685
898	24345.14539
899	24338.09738
900	24333.53859
901	24323.1939
902	24316.39571
903	24307.66393
904	24301.60934
905	24296.57675
906	24291.89021
907	24284.49772
908	24274.73045
909	24268.67302
910	24263.52081
911	24260.75602
912	24254.1029
913	24248.85783
914	24240.90381
915	24234.95805
916	24229.17675
917	24220.401
918	24214.11536
919	24205.68288
920	24201.64922
921	24191.44902
922	24186.6008
923	24179.44351
924	24175.00765
925	24173.09403
926	24167.04691
927	24162.79951
928	24156.36962
929	24152.64312
930	24146.9795
931	24141.96062
932	24134.93362
933	24129.83078
934	24121.38666
935	24113.41907
936	24110.07757
937	24108.2184
938	24101.89027
939	24095.57705
940	24089.67739
941	24084.52403
942	24081.02737
943	24072.55968
944	24063.48942
945	24056.82159
946	24053.35234
947	24046.66981
948	24043.27287
949	24040.69051
950	24032.28389
951	24026.75281
952	24022.61771
953	24017.65176
954	24009.59698
955	24007.87305
956	24006.20505
957	24000.39169
958	23988.90923
959	23983.50362
960	23977.06301
961	23972.46295
962	23964.18009
963	23958.56158
964	23953.69781
965	23947.76585
966	23942.52766
967	23934.62487
968	23930.66013
969	23924.67074
970	23919.13532
971	23915.25287
972	23909.46357
973	23901.37908
974	23897.02894
975	23888.50689
976	23883.10573
977	23879.32187
978	23872.71187
979	23861.11346
980	23854.70026
981	23850.4051
982	23843.32019
983	23839.49449
984	23833.62151
985	23828.10117
986	23822.93135
987	23815.80323
988	23809.80054
989	23806.79624
990	23800.43792
991	23791.99113
992	23786.46847
993	23783.42065
994	23776.14806
995	23769.19935
996	23766.85618
997	23759.73928
998	23751.44298
999	23745.54019
1000	23740.13291
1001	23737.01193
1002	23734.31645
1003	23729.3766
1004	23725.12141
1005	23721.91439
1006	23712.44397
1007	23705.47401
1008	23701.90091
1009	23696.79128
1010	23692.68814
1011	23686.98433
1012	23679.34762
1013	23668.88799
1014	23660.75692
1015	23655.5802
1016	23652.99494
1017	23645.43019
1018	23641.58852
1019	23633.94938
1020	23624.89635
1021	23619.91905
1022	23615.3854
1023	23607.41592
1024	23603.07754
1025	23596.18215
1026	23588.82119
1027	23581.54613
1028	23575.24127
1029	23570.36987
1030	23562.65901
1031	23558.1946
1032	23549.95936
1033	23545.88722
1034	23542.17565
1035	23531.96707
1036	23524.42308
1037	23520.12297
1038	23515.88082
1039	23510.00935
1040	23502.10202
1041	23496.76425
1042	23492.66137
1043	23487.97413
1044	23485.95842
1045	23481.03671
1046	23476.06545
1047	23473.48703
1048	23466.75059
1049	23458.97915
1050	23453.92192
1051	23445.95055
1052	23441.89142
1053	23438.17361
1054	23433.27439
1055	23428.79604
1056	23425.63223
1057	23420.10146
1058	23413.55659
1059	23409.8005
1060	23406.00738
1061	23396.28037
1062	23390.93009
1063	23386.25065
1064	23379.14075
1065	23376.18235
1066	23369.31584
1067	23363.32261
1068	23357.60909
1069	23351.25167
1070	23347.90381
1071	23345.15322
1072	23339.79156
1073	23331.74988
1074	23324.03898
1075	23322.79735
1076	23317.3712
1077	23312.98521
1078	23304.70302
1079	23296.3483
1080	23292.22317
1081	23288.83989
1082	23283.17808
1083	23279.63239
1084	23274.55623
1085	23269.82804
1086	23265.16482
1087	23261.08215
1088	23256.42513
1089	23253.72844
1090	23248.52992
1091	23242.42486
1092	23235.34549
1093	23231.26287
1094	23227.15253
1095	23223.07148
1096	23216.41488
1097	23213.16624
1098	23209.73441
1099	23205.79299
1100	23197.83883
1101	23192.40482
1102	23186.28058
1103	23183.18423
1104	23178.74876
1105	23173.54718
1106	23167.85056
1107	23165.00364
1108	23159.82544
1109	23157.3088
1110	23151.08555
1111	23148.30391
1112	23143.54739
1113	23136.25982
1114	23130.99568
1115	23125.73755
1116	23120.43358
1117	23115.98266
1118	23110.67077
1119	23107.37162
1120	23099.6619
1121	23094.33583
1122	23088.82978
1123	23083.95393
1124	23078.04297
1125	23075.23178
1126	23071.90598
1127	23061.88364
1128	23056.17602
1129	23050.289
1130	23045.76024
1131	23040.88706
1132	23036.60031
1133	23032.87951
1134	23028.7507
1135	23021.73684
1136	23015.138
1137	23009.31542
1138	23007.26956
1139	23003.15846
1140	22998.2408
1141	22994.73866
1142	22991.16035
1143	22987.91289
1144	22983.60647
1145	22980.43695
1146	22976.42708
1147	22969.6183
1148	22964.64418
1149	22959.3646
1150	22952.8511
1151	22949.37806
1152	22943.354
1153	22938.48917
1154	22934.21846
1155	22930.51612
1156	22919.7505
1157	22916.19584
1158	22908.71784
1159	22900.08989
1160	22894.05494
1161	22890.9447
1162	22888.75729
1163	22882.68246
1164	22876.11503
1165	22873.50541
1166	22869.17358
1167	22864.80737
1168	22860.503
1169	22855.97462
1170	22851.35124
1171	22847.19549
1172	22841.81837
1173	22836.75491
1174	22830.77684
1175	22823.63968
1176	22820.61472
1177	22813.7331
1178	22809.28809
1179	22804.6794
1180	22802.26441
1181	22798.05365
1182	22791.80129
1183	22787.59659
1184	22782.93886
1185	22779.53897
1186	22775.21177
1187	22771.40578
1188	22765.05467
1189	22760.54348
1190	22754.70947
1191	22752.16595
1192	22748.64892
1193	22740.90736
1194	22737.26779
1195	22731.80243
1196	22727.02477
1197	22723.87123
1198	22719.04085
1199	22716.63973
1200	22714.48585
1201	22710.53562
1202	22707.69509
1203	22704.99264
1204	22702.89063
1205	22697.19871
1206	22691.53306
1207	22688.06421
1208	22682.22528
1209	22676.40591
1210	22672.2623
1211	22666.99298
1212	22663.59688
1213	22660.9229
1214	22654.44504
1215	22649.32304
1216	22646.20537
1217	22636.17904
1218	22632.93534
1219	22629.58776
1220	22624.33755
1221	22622.10244
1222	22617.20108
1223	22611.69407
1224	22608.41952
1225	22599.55422
1226	22595.34866
1227	22591.9427
1228	22589.86725
1229	22584.19817
1230	22578.36754
1231	22576.66453
1232	22572.73052
1233	22568.72356
1234	22563.40078
1235	22559.20087
1236	22553.37473
1237	22547.51782
1238	22542.18936
1239	22536.36809
1240	22531.27071
1241	22528.39989
1242	22525.83634
1243	22522.92559
1244	22518.96882
1245	22512.32416
1246	22506.01022
1247	22503.19189
1248	22499.78664
1249	22498.10658
1250	22494.43595
1251	22489.68659
1252	22483.96654
1253	22480.38208
1254	22478.27213
1255	22474.20772
1256	22469.75518
1257	22467.66127
1258	22463.48469
1259	22457.16482
1260	22451.12319
1261	22447.7504
1262	22444.70155
1263	22442.89775
1264	22440.6125
1265	22436.73237
1266	22434.05557
1267	22432.36929
1268	22427.10745
1269	22423.99836
1270	22419.10622
1271	22416.25585
1272	22412.79975
1273	22409.74376
1274	22406.40685
1275	22401.54424
1276	22398.0089
1277	22393.94082
1278	22392.97434
1279	22388.51895
1280	22385.46813
1281	22383.08736
1282	22380.35103
1283	22376.26205
1284	22370.46808
1285	22365.72033
1286	22363.6063
1287	22359.09655
1288	22356.31458
1289	22353.20361
1290	22351.36222
1291	22343.55958
1292	22337.92991
1293	22333.44088
1294	22330.32115
1295	22326.15807
1296	22318.3284
1297	22316.32722
1298	22311.97829
1299	22305.33868
1300	22303.15117
1301	22295.62025
1302	22292.93047
1303	22290.36573
1304	22283.04903
1305	22276.7099
1306	22274.14654
1307	22272.34618
1308	22269.65111
1309	22267.2675
1310	22260.1405
1311	22255.75345
1312	22252.03667
1313	22250.50065
1314	22244.888
1315	22242.10529
1316	22238.36012
1317	22234.73962
1318	22230.98321
1319	22225.08877
1320	22221.03935
1321	22216.75402
1322	22213.18032
1323	22207.68832
1324	22203.48991
1325	22201.55739
1326	22197.50634
1327	22192.35284
1328	22189.94739
1329	22183.47317
1330	22177.74993
1331	22173.79938
1332	22169.82844
1333	22167.55234
1334	22166.51963
1335	22160.70939
1336	22156.83744
1337	22153.86342
1338	22149.89066
1339	22148.8456
1340	22146.26292
1341	22142.05989
1342	22138.37925
1343	22135.98348
1344	22130.31098
1345	22123.88399
1346	22119.89719
1347	22116.16174
1348	22111.03041
1349	22105.67271
1350	22101.11521
1351	22096.57784
1352	22092.21074
1353	22086.64345
1354	22082.49993
1355	22079.1782
1356	22075.52412
1357	22072.58955
1358	22067.46004
1359	22062.26827
1360	22058.01126
1361	22055.18709
1362	22047.42545
1363	22037.29605
1364	22035.09154
1365	22030.74205
1366	22027.57497
1367	22022.90562
1368	22020.08029
1369	22016.96324
1370	22013.1846
1371	22009.12895
1372	22005.39562
1373	22000.57133
1374	21997.01987
1375	21994.89789
1376	21990.9694
1377	21987.76338
1378	21983.31294
1379	21980.40997
1380	21978.01051
1381	21972.78353
1382	21970.1984
1383	21967.74598
1384	21962.18406
1385	21957.05357
1386	21954.77952
1387	21952.46897
1388	21949.10877
1389	21945.59476
1390	21942.00611
1391	21937.80708
1392	21932.72756
1393	21925.98509
1394	21919.92363
1395	21917.16705
1396	21911.92268
1397	21907.76183
1398	21902.13802
1399	21898.74296
1400	21893.48258
1401	21889.8322
1402	21886.44851
1403	21882.9613
1404	21879.05147
1405	21876.31244
1406	21872.38806
1407	21867.45184
1408	21865.35431
1409	21860.49054
1410	21855.59232
1411	21851.71435
1412	21846.2222
1413	21843.85807
1414	21840.50537
1415	21836.64099
1416	21833.6921
1417	21829.33187
1418	21824.1417
1419	21820.11414
1420	21813.28694
1421	21810.25716
1422	21806.42845
1423	21804.63627
1424	21802.88907
1425	21798.27142
1426	21794.84245
1427	21790.20063
1428	21786.89172
1429	21782.88019
1430	21779.24946
1431	21773.46122
1432	21771.05418
1433	21761.08054
1434	21758.28262
1435	21754.0724
1436	21753.5265
1437	21750.44708
1438	21746.42178
1439	21744.01772
1440	21741.70434
1441	21738.87735
1442	21734.89648
1443	21731.18408
1444	21727.77099
1445	21722.68
1446	21719.69605
1447	21717.1913
1448	21713.41495
1449	21710.56606
1450	21705.88366
1451	21703.7216
1452	21700.52965
1453	21696.86917
1454	21694.73386
1455	21690.16413
1456	21683.04337
1457	21679.92544
1458	21672.51308
1459	21668.87917
1460	21665.46717
1461	21658.63595
1462	21655.98138
1463	21653.04704
1464	21649.92832
1465	21648.08839
1466	21645.07663
1467	21639.66785
1468	21637.08055
1469	21633.04192
1470	21631.30755
1471	21628.49722
1472	21626.81332
1473	21622.59983
1474	21619.98868
1475	21617.34462
1476	21614.20205
1477	21609.48482
1478	21606.54758
1479	21602.59837
1480	21600.89695
1481	21597.09035
1482	21594.35146
1483	21590.36991
1484	21586.90404
1485	21584.52297
1486	21580.89474
1487	21578.25111
1488	21572.76243
1489	21570.52247
1490	21568.46608
1491	21562.13108
1492	21559.88815
1493	21556.30525
1494	21554.95328
1495	21550.85161
1496	21548.68801
1497	21547.07704
1498	21544.19584
1499	21540.455
1500	21536.08522
1501	21534.08552
1502	21532.81171
1503	21529.1082
1504	21526.50228
1505	21521.32166
1506	21516.47244
1507	21513.21425
1508	21505.07608
1509	21503.16723
1510	21498.15569
1511	21494.01097
1512	21488.98697
1513	21482.65714
1514	21479.31727
1515	21475.27749
1516	21470.62621
1517	21467.1112
1518	21462.22115
1519	21458.18915
1520	21452.79823
1521	21448.44506
1522	21446.59252
1523	21442.79687
1524	21438.47561
1525	21436.88922
1526	21432.84127
1527	21429.90073
1528	21427.55196
1529	21424.79281
1530	21418.61492
1531	21414.27373
1532	21409.19043
1533	21408.12853
1534	21403.9197
1535	21400.42532
1536	21397.25884
1537	21395.53077
1538	21391.52287
1539	21386.39325
1540	21384.24354
1541	21381.44095
1542	21379.51306
1543	21374.35393
1544	21371.22245
1545	21368.16075
1546	21365.38468
1547	21360.57906
1548	21354.25618
1549	21351.90875
1550	21347.68889
1551	21342.00346
1552	21335.88086
1553	21333.99697
1554	21329.66647
1555	21325.44917
1556	21323.9817
1557	21319.34931
1558	21316.44788
1559	21314.34101
1560	21312.48096
1561	21306.09366
1562	21303.28722
1563	21299.62607
1564	21295.26477
1565	21291.1141
1566	21288.13179
1567	21281.85711
1568	21278.52065
1569	21275.60402
1570	21273.48614
1571	21270.862
1572	21269.48321
1573	21266.19129
1574	21265.17869
1575	21260.32622
1576	21255.24654
1577	21253.0517
1578	21246.11067
1579	21242.19511
1580	21239.72501
1581	21232.97817
1582	21228.88325
1583	21225.67545
1584	21224.44519
1585	21221.73545
1586	21219.02502
1587	21215.60334
1588	21213.34406
1589	21209.84105
1590	21206.89772
1591	21203.99458
1592	21200.82554
1593	21197.55289
1594	21193.35398
1595	21185.33732
1596	21183.40282
1597	21177.90937
1598	21175.29499
1599	21173.30136
1600	21170.57737
1601	21166.51201
1602	21163.94563
1603	21160.53124
1604	21156.66913
1605	21151.51036
1606	21147.50284
1607	21145.90184
1608	21141.81556
1609	21135.77405
1610	21132.19991
1611	21128.84025
1612	21126.6524
1613	21122.55328
1614	21120.49411
1615	21115.14019
1616	21113.01483
1617	21110.87382
1618	21106.22744
1619	21101.41216
1620	21096.94607
1621	21094.06451
1622	21091.76342
1623	21089.66545
1624	21084.38332
1625	21078.77323
1626	21076.5051
1627	21071.76207
1628	21066.35329
1629	21065.28393
1630	21062.08381
1631	21057.58536
1632	21056.0753
1633	21049.48394
1634	21044.48341
1635	21041.67169
1636	21040.03
1637	21037.1663
1638	21035.02723
1639	21032.99391
1640	21029.86609
1641	21026.4503
1642	21023.13757
1643	21017.41799
1644	21015.91308
1645	21014.54969
1646	21010.85681
1647	21005.53782
1648	21001.51909
1649	20998.34135
1650	20993.54499
1651	20990.22589
1652	20986.27991
1653	20981.61877
1654	20977.90733
1655	20973.12635
1656	20971.18673
1657	20967.95203
1658	20960.96245
1659	20954.94476
1660	20954.03107
1661	20952.66973
1662	20947.84591
1663	20943.6731
1664	20940.17772
1665	20937.55593
