year,course,enrolment_F,enrolment_MF,graduates_F,graduates_MF,intake_F,intake_MF,intake_rate_F,intake_rate_MF,intake_men,enrolment_men,graduates_men,intake_rate_men
2019,"Natural, Physical & Mathematical Sciences",3904,7039,1196,1987,1023.0,1747.0,26.203893442622952,24.8188663162381,724.0,3135,791,23.094098883572567
2019,Services,393,756,82,177,102.0,218.0,25.954198473282442,28.835978835978835,116.0,363,95,31.955922865013775
2020,Accountancy,2759,4982,812,1411,812.0,1368.0,29.43095324392896,27.45885186672019,556.0,2223,599,25.011246063877643
2020,"Architecture, Building & Real Estate",1183,2023,258,426,304.0,483.0,25.69737954353339,23.875432525951556,179.0,840,168,21.30952380952381
2020,Business & Administration,6684,11275,1209,2105,2039.0,3378.0,30.505685218432077,29.96008869179601,1339.0,4591,896,29.16575909387933
2020,Dentistry,165,253,35,51,59.0,72.0,35.75757575757576,28.458498023715414,13.0,88,16,14.772727272727273
2020,Education,577,690,115,145,153.0,184.0,26.51646447140381,26.666666666666668,31.0,113,30,27.43362831858407
2020,Engineering Sciences,5149,18050,1246,4621,1503.0,5225.0,29.190134006603223,28.94736842105263,3722.0,12901,3375,28.850476707231998
2020,Fine & Applied Arts,911,1517,272,429,251.0,384.0,27.552140504939626,25.313117996044824,133.0,606,157,21.94719471947195
2020,Health Sciences,2455,3347,522,724,761.0,1018.0,30.9979633401222,30.415297281147296,257.0,892,202,28.81165919282511
2020,Humanities & Social Sciences,8783,12892,2125,3147,2001.0,2930.0,22.782648297848116,22.727272727272727,929.0,4109,1022,22.60890727670966
2020,Information Technology,2797,8811,397,1367,846.0,2863.0,30.24669288523418,32.49347406650777,2017.0,6014,970,33.53841037578982
2020,Law,907,1823,204,394,259.0,463.0,28.555678059536934,25.3976961053209,204.0,916,190,22.270742358078603
2020,Mass Communication,566,714,142,181,142.0,170.0,25.08833922261484,23.80952380952381,28.0,148,39,18.91891891891892
2020,Medicine,1020,2178,178,386,224.0,477.0,21.96078431372549,21.90082644628099,253.0,1158,208,21.848013816925732
2020,Natural & Mathematical Sciences,3624,6713,1127,1928,891.0,1679.0,24.58609271523179,25.01117235215254,788.0,3089,801,25.50987374554872
2020,Services,412,814,112,219,139.0,282.0,33.737864077669904,34.643734643734646,143.0,402,107,35.57213930348259
2021,Accountancy,2726,4859,732,1355,757.0,1356.0,27.76962582538518,27.906976744186046,599.0,2133,623,28.082512892639475
2021,"Architecture, Building & Real Estate",1171,1964,247,458,255.0,430.0,21.776259607173355,21.894093686354378,175.0,793,211,22.06809583858764
2021,Business & Administration,7274,12228,1357,2378,2046.0,3483.0,28.127577673907066,28.483807654563297,1437.0,4954,1021,29.006863140896247
2021,Dentistry,199,278,33,58,65.0,81.0,32.663316582914575,29.136690647482013,16.0,79,25,20.253164556962027
2021,Education,561,695,160,184,152.0,196.0,27.094474153297682,28.201438848920862,44.0,134,24,32.83582089552239
2021,Engineering Sciences,5254,18366,1202,4534,1397.0,5116.0,26.58926532165969,27.85582053795056,3719.0,13112,3332,28.36333129957291
2021,Fine & Applied Arts,870,1414,255,429,251.0,376.0,28.850574712643677,26.59123055162659,125.0,544,174,22.977941176470587
2021,Health Sciences,2642,3606,576,777,817.0,1093.0,30.923542770628313,30.31059345535219,276.0,964,201,28.630705394190873
2021,Humanities & Social Sciences,8506,12506,1984,2998,1789.0,2727.0,21.032212555842936,21.80553334399488,938.0,4000,1014,23.45
2021,Information Technology,3027,10219,426,1418,705.0,2952.0,23.290386521308225,28.887366669928564,2247.0,7192,992,31.24304783092325
2021,Law,909,1875,216,415,230.0,485.0,25.302530253025303,25.866666666666667,255.0,966,199,26.39751552795031
2021,Mass Communication,574,708,136,188,140.0,176.0,24.390243902439025,24.858757062146893,36.0,134,52,26.865671641791046
2021,Medicine,1052,2251,196,397,227.0,471.0,21.577946768060837,20.9240337627721,244.0,1199,201,20.350291909924938
2021,Natural & Mathematical Sciences,3912,7071,874,1620,1193.0,2050.0,30.495910020449898,28.99165605996323,857.0,3159,746,27.12883823994935
2021,Services,451,905,131,229,163.0,315.0,36.14190687361419,34.806629834254146,152.0,454,98,33.480176211453745
2022,Accountancy,2740,4744,641,1200,662.0,1172.0,24.16058394160584,24.70489038785835,510.0,2004,559,25.449101796407184
2022,"Architecture, Building & Real Estate",721,1953,295,495,167.0,338.0,23.162274618585297,17.306707629288276,171.0,1232,200,13.87987012987013
2022,Business & Administration,7466,12730,1624,2738,1948.0,3518.0,26.091615322796677,27.63550667714061,1570.0,5264,1114,29.825227963525837
2022,Dentistry,191,278,34,60,54.0,80.0,28.272251308900522,28.776978417266186,26.0,87,26,29.885057471264368
2022,Education,490,616,161,195,141.0,180.0,28.775510204081634,29.22077922077922,39.0,126,34,30.952380952380953
2022,Engineering Sciences,5352,17985,1375,4842,1295.0,4897.0,24.196562032884902,27.22824576035585,3602.0,12633,3467,28.512625662946252
2022,Fine & Applied Arts,877,1452,187,321,252.0,373.0,28.734321550741164,25.68870523415978,121.0,575,134,21.043478260869566
2022,Health Sciences,2638,3763,621,851,812.0,1075.0,30.78089461713419,28.567632208344406,263.0,1125,230,23.377777777777776
2022,Humanities & Social Sciences,7986,12322,2207,3197,1578.0,,19.759579263711494,,,4336,990,
2022,Information Technology,3195,10896,557,1786,764.0,2975.0,23.912363067292645,27.30359765051395,2211.0,7701,1229,28.710557070510323
2022,Law,1026,1899,203,434,269.0,491.0,26.21832358674464,25.855713533438653,222.0,873,231,25.42955326460481
2022,Mass Communication,558,674,143,187,132.0,159.0,23.655913978494624,23.590504451038576,27.0,116,44,23.275862068965516
2022,Medicine,1212,2301,192,421,246.0,461.0,20.297029702970296,20.03476749239461,215.0,1089,229,19.742883379247015
2022,Natural & Mathematical Sciences,3970,6964,855,1629,1060.0,1892.0,26.700251889168765,27.168294083859852,832.0,2994,774,27.788911155644623
2022,Services,538,1031,78,171,174.0,314.0,32.342007434944236,30.455868089233753,140.0,493,93,28.397565922920894
2023,Accountancy,2502,4430,753,1286,632.0,1131.0,25.259792166266987,25.530474040632054,499.0,1928,533,25.88174273858921
2023,"Architecture, Building & Real Estate",920,1610,283,465,185.0,298.0,20.108695652173914,18.509316770186334,113.0,690,182,16.3768115942029
2023,Business & Administration,7272,12391,1852,3037,1797.0,3033.0,24.71122112211221,24.47744330562505,1236.0,5119,1185,24.145340886891972
2023,Dentistry,230,319,38,59,49.0,80.0,21.304347826086957,25.078369905956112,31.0,89,21,34.831460674157306
2023,Education,525,644,133,166,168.0,208.0,32.0,32.298136645962735,40.0,119,33,33.61344537815126
2023,Engineering Sciences,5519,18927,1208,4257,1649.0,5396.0,29.878601195868818,28.509536640777725,3747.0,13408,3049,27.946002386634845
2023,Fine & Applied Arts,960,1459,221,370,260.0,391.0,27.083333333333332,26.799177518848527,131.0,499,149,26.25250501002004
2023,Health Sciences,2904,3911,718,948,870.0,1149.0,29.958677685950413,29.378675530554844,279.0,1007,230,27.706057596822244
2023,Humanities & Social Sciences,9441,14884,2608,3918,2218.0,3496.0,23.493274017582884,23.48830959419511,1278.0,5443,1310,23.479698695572296
2023,Information Technology,3559,12918,845,2492,1034.0,3701.0,29.053104804720427,28.649945812045207,2667.0,9359,1647,28.49663425579656
2023,Law,1041,1954,209,447,299.0,520.0,28.7223823246878,26.61207778915046,221.0,913,238,24.20591456736035
2023,Mass Communication,534,656,144,169,124.0,155.0,23.220973782771537,23.628048780487806,31.0,122,25,25.40983606557377
2023,Medicine,1110,2270,210,441,216.0,431.0,19.45945945945946,18.986784140969164,215.0,1160,231,18.53448275862069
2023,Natural & Mathematical Sciences,1932,3419,539,875,559.0,949.0,28.93374741200828,27.75665399239544,390.0,1487,336,26.227303295225287
2023,Services,610,1152,109,232,193.0,370.0,31.639344262295083,32.11805555555556,177.0,542,123,32.656826568265686
