year,institution,enrolment,intake,intake_rate
2001,singapore_polytechnic,13754.0,4847.0,35.240657263341575
2001,sit,,,
2001,smu,803.0,509.0,63.387297633872976
2001,suss,,,
2001,sutd,,,
2001,temasek_polytechnic,13143.0,4328.0,32.930076846990794
2002,ite,17468.0,10628.0,60.84268376459812
2002,lasalle_degree,,,
2002,lasalle_diploma,,,
2002,nafa_degree,,,
2002,nafa_diploma,,,
2002,nanyang_polytechnic,13105.0,4641.0,35.41396413582602
2002,ngee_ann_polytechnic,13989.0,4527.0,32.36114089641861
2002,nie,3368.0,2352.0,69.83372921615202
2002,ntu,15598.0,4411.0,28.279266572637518
2002,nus,22169.0,6019.0,27.15052550859308
2002,republic_polytechnic,,,
2002,singapore_polytechnic,14271.0,4883.0,34.21624273001191
2002,sit,,,
2002,smu,1389.0,607.0,43.700503959683225
2002,suss,,,
2002,sutd,,,
2002,temasek_polytechnic,13324.0,4183.0,31.394476133293306
2003,ite,17941.0,10566.0,58.893038292179924
2003,lasalle_degree,,,
2003,lasalle_diploma,,,
2003,nafa_degree,,,
2003,nafa_diploma,,,
2003,nanyang_polytechnic,13754.0,4590.0,33.37210993165625
2003,ngee_ann_polytechnic,13690.0,4358.0,31.83345507669832
2003,nie,2953.0,1692.0,57.297663393159496
2003,ntu,15764.0,4350.0,27.59451915757422
2003,nus,22149.0,6245.0,28.195403855704548
2003,republic_polytechnic,821.0,821.0,100.0
2003,singapore_polytechnic,14371.0,4347.0,30.2484169508037
2003,sit,,,
2003,smu,2182.0,824.0,37.763519706691106
2003,suss,,,
2003,sutd,,,
2003,temasek_polytechnic,13117.0,3878.0,29.564687047343142
2004,ite,19207.0,11650.0,60.65496954235435
2004,lasalle_degree,,,
2004,lasalle_diploma,,,
2004,nafa_degree,,,
2004,nafa_diploma,,,
2004,nanyang_polytechnic,14233.0,5020.0,35.27014684184641
2004,ngee_ann_polytechnic,13417.0,4443.0,33.11470522471491
2004,nie,2282.0,1583.0,69.36897458369852
2004,ntu,16837.0,5377.0,31.93561798420146
2004,nus,21781.0,5722.0,26.270602818970662
2004,republic_polytechnic,1907.0,1134.0,59.465128474043
2004,singapore_polytechnic,13709.0,4410.0,32.168648333211756
2004,sit,,,
2004,smu,3010.0,1095.0,36.37873754152824
2004,suss,,,
2004,sutd,,,
2004,temasek_polytechnic,12782.0,4140.0,32.38929744953841
2005,ite,21603.0,13705.0,63.4402629264454
2005,lasalle_degree,,,
2005,lasalle_diploma,1505.0,678.0,45.04983388704319
2005,nafa_degree,,,
2005,nafa_diploma,1933.0,826.0,42.73150543197103
2005,nanyang_polytechnic,14643.0,4993.0,34.098203919961755
2005,ngee_ann_polytechnic,13715.0,4801.0,35.0054684651841
2005,nie,2881.0,2208.0,76.64005553627213
2005,ntu,17777.0,5206.0,29.28503122011588
2005,nus,22105.0,6095.0,27.572947296991632
2005,republic_polytechnic,3587.0,1792.0,49.95818232506273
2005,singapore_polytechnic,13353.0,4545.0,34.037294989889915
2005,sit,,,
2005,smu,3781.0,1207.0,31.922771753504364
2005,suss,,,
2005,sutd,,,
2005,temasek_polytechnic,13582.0,4775.0,35.15682520983655
2006,ite,23636.0,13645.0,57.72973430360467
2006,lasalle_degree,,,
2006,lasalle_diploma,1904.0,1008.0,52.94117647058823
2006,nafa_degree,,,
2006,nafa_diploma,2083.0,773.0,37.109937590014404
2006,nanyang_polytechnic,15001.0,4952.0,33.01113259116059
2006,ngee_ann_polytechnic,14258.0,4949.0,34.71033805582831
2006,nie,2938.0,1884.0,64.12525527569775
2006,ntu,19114.0,5746.0,30.06173485403369
2006,nus,22836.0,6631.0,29.037484673322822
2006,republic_polytechnic,5479.0,2620.0,47.81894506296769
